i,target_x,target_y,target_z,teleop_x,teleop_y,teleop_z,translation_step_limited,workspace_clamped
2.100000000000000000e+01,-3.066882269967952102e-02,6.057599930132560040e-01,4.114255551457008941e-01,-3.066882269967952102e-02,6.057599930132560040e-01,4.114255551457008941e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,-3.308497460151182956e-02,6.060407285530158283e-01,4.053197288938870102e-01,-3.308497460151182956e-02,6.060407285530158283e-01,4.053197288938870102e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,-3.570529407042832837e-02,6.061184705233133574e-01,3.979746781053350446e-01,-3.570529407042832837e-02,6.061184705233133574e-01,3.979746781053350446e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,-3.662299914921773869e-02,6.051392133566619869e-01,3.918066533621118452e-01,-3.662299914921773869e-02,6.051392133566619869e-01,3.918066533621118452e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+01,-3.596422805739762918e-02,6.034859520232072061e-01,3.870134996218403955e-01,-3.596422805739762918e-02,6.034859520232072061e-01,3.870134996218403955e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000000e+01,-3.444128840908300404e-02,6.018996002387750899e-01,3.862679435002553952e-01,-3.444128840908300404e-02,6.018996002387750899e-01,3.862679435002553952e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000000e+01,-3.335777118932536922e-02,6.004011450273951667e-01,3.862112550614669182e-01,-3.335777118932536922e-02,6.004011450273951667e-01,3.862112550614669182e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000000e+01,-3.243079965966400025e-02,5.986981290818595980e-01,3.861676500581974203e-01,-3.243079965966400025e-02,5.986981290818595980e-01,3.861676500581974203e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000000e+01,-3.288290834522999972e-02,5.976636413810294535e-01,3.867100300589458861e-01,-3.288290834522999972e-02,5.976636413810294535e-01,3.867100300589458861e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,-3.398821777493921115e-02,5.969382457885346049e-01,3.879069245774871000e-01,-3.398821777493921115e-02,5.969382457885346049e-01,3.879069245774871000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,-3.372785708698144980e-02,5.964039074843705546e-01,3.900283096343968303e-01,-3.372785708698144980e-02,5.964039074843705546e-01,3.900283096343968303e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,-3.420262847422572694e-02,5.960989186252072525e-01,3.913459029156522995e-01,-3.420262847422572694e-02,5.960989186252072525e-01,3.913459029156522995e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000000e+01,-3.583049244928326882e-02,5.953094046025126929e-01,3.975367620965823967e-01,-3.583049244928326882e-02,5.953094046025126929e-01,3.975367620965823967e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000000000e+01,-3.602548435633598500e-02,5.957565947848414423e-01,4.029576835107724908e-01,-3.642089427068428975e-02,5.947059599338950786e-01,4.057080881859578270e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,-3.559816936498137740e-02,5.958433373701703673e-01,4.060503329928188965e-01,-3.580598767032849850e-02,5.935508412100201081e-01,4.136210129168138572e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.600000000000000000e+01,-3.595448409139165302e-02,5.944320757322922866e-01,4.126625956662881567e-01,-3.516502718205449796e-02,5.922337520903986352e-01,4.209265279227745182e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000000e+01,-3.522003994775445984e-02,5.930594380982282532e-01,4.202390496017632260e-01,-3.391869200337427337e-02,5.914679079941929096e-01,4.278216050065091203e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,-3.247504691334835575e-02,5.918285319355276464e-01,4.282577043503188463e-01,-3.078690619095691972e-02,5.909884857228691057e-01,4.339760717277374447e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+01,-2.628567242009269278e-02,5.893769123840089108e-01,4.359211376612326383e-01,-2.071308273600647176e-02,5.876161017352130589e-01,4.429425157277191438e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+01,-2.100706028178557158e-02,5.874664528799858898e-01,4.401713207057210142e-01,-9.152437394247758817e-03,5.837868571155131470e-01,4.520435984955590847e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+01,-9.880640703819726020e-03,5.846207652926576070e-01,4.478435054289982009e-01,4.562695857135201649e-03,5.797169431125486216e-01,4.637461509547291527e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000000e+01,-2.989407856080329370e-03,5.831534802905667947e-01,4.525274649683317385e-01,1.473642663397756181e-02,5.770403804700376948e-01,4.725137987898695435e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.300000000000000000e+01,1.690118347364064771e-02,5.778201590566598433e-01,4.684707639515329203e-01,3.035756776546061353e-02,5.728161537458400510e-01,4.847286050753245590e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+01,2.768514839029086530e-02,5.746347107040629121e-01,4.773394849059893197e-01,4.314246184551207008e-02,5.698234224501044221e-01,4.938889806270183591e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+01,4.001087987848761518e-02,5.704953331323272536e-01,4.864776979861598627e-01,5.576498072459035171e-02,5.661844271128750883e-01,4.995301260261779674e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+01,5.561357730863149273e-02,5.650210618286329867e-01,4.943237005751531243e-01,6.634062633499504535e-02,5.609683395360911540e-01,4.997219182163656903e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.700000000000000000e+01,6.979112091623526637e-02,5.590245028919038628e-01,4.975468931786280469e-01,7.426348264461135606e-02,5.563978897352870323e-01,4.987617337228158476e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.800000000000000000e+01,8.157611808176465362e-02,5.539751112441256842e-01,4.966370680375646329e-01,8.634998253459369444e-02,5.502010385472850817e-01,4.971583573276299184e-01,1.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,9.018583353161184479e-02,5.511922004878625492e-01,4.944736038604932160e-01,9.816134169364776341e-02,5.446416756257428382e-01,4.948950075618161470e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+01,1.012868811392206442e-01,5.470936615949029136e-01,4.926822550084866692e-01,1.086090090108382533e-01,5.404728809042389504e-01,4.937543519420821703e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000000e+01,1.133627807589569075e-01,5.433320240628871645e-01,4.902137767145118841e-01,1.240362225624256354e-01,5.351978816011819795e-01,4.915214621577632670e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000000e+01,1.256123622816820440e-01,5.390827196226287699e-01,4.879904483621522737e-01,1.396674994160198580e-01,5.298105337868495024e-01,4.883289194056774640e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.300000000000000000e+01,1.430599905616538881e-01,5.313567101877589849e-01,4.857839066626591373e-01,1.509647821265827083e-01,5.256813139072018526e-01,4.857083820138958785e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000000e+01,1.561865446173767713e-01,5.269296441391344565e-01,4.831020568557766182e-01,1.666550630446816950e-01,5.206121541210220194e-01,4.825112048608866111e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000000e+01,1.713226737441162495e-01,5.208525777247809962e-01,4.795487367996223438e-01,1.779922553161039644e-01,5.167322751313780937e-01,4.791848694657230290e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.600000000000000000e+01,1.839662252602365378e-01,5.163487662291762481e-01,4.759607463217331857e-01,1.890264056030270812e-01,5.134502479319689172e-01,4.755432060058923938e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.700000000000000000e+01,1.935064157786039463e-01,5.138942305820268786e-01,4.724554147413082550e-01,2.019384415210998540e-01,5.101267807363494278e-01,4.708416800395154311e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.800000000000000000e+01,2.011762557729992462e-01,5.123842461123112590e-01,4.686917816887032351e-01,2.160133317627581651e-01,5.079059769746410158e-01,4.641196551174684437e-01,1.000000000000000000e+00,0.000000000000000000e+00
5.900000000000000000e+01,2.182610117205590894e-01,5.080223567347250668e-01,4.598345851879113155e-01,2.292287533776742325e-01,5.064899137275600260e-01,4.533375318065906434e-01,1.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,2.318849570301724505e-01,5.065915042068191987e-01,4.491222966885647927e-01,2.393380334698360645e-01,5.074131774769501391e-01,4.417590313341976938e-01,1.000000000000000000e+00,0.000000000000000000e+00
6.100000000000000000e+01,2.387728981561912933e-01,5.070881048771561650e-01,4.406097593774677135e-01,2.467937635578729694e-01,5.098759352583084326e-01,4.297175603032652447e-01,1.000000000000000000e+00,0.000000000000000000e+00
6.200000000000000000e+01,2.399999999999999911e-01,5.099286435554671870e-01,4.249837748419289518e-01,2.518041287565671027e-01,5.125621948302343522e-01,4.190598886715526383e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.300000000000000000e+01,2.399999999999999911e-01,5.140889114427633633e-01,4.118163144495681216e-01,2.552332113833510885e-01,5.146054291665789204e-01,4.108482921916638553e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+01,2.399999999999999911e-01,5.153324897591176068e-01,4.051897793776926271e-01,2.561525518624383491e-01,5.153324897591176068e-01,4.051897793776926271e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.500000000000000000e+01,2.399999999999999911e-01,5.147448516633879034e-01,4.036292133687990891e-01,2.559228727537188330e-01,5.147448516633879034e-01,4.036292133687990891e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.600000000000000000e+01,2.399999999999999911e-01,5.135453470676338839e-01,4.016476627575626956e-01,2.571910075385452910e-01,5.135453470676338839e-01,4.016476627575626956e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.700000000000000000e+01,2.399999999999999911e-01,5.133221907170870679e-01,4.004376956504875906e-01,2.581545332413861527e-01,5.133221907170870679e-01,4.004376956504875906e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.800000000000000000e+01,2.399999999999999911e-01,5.132181291606736639e-01,3.995691188266099481e-01,2.585229625219962468e-01,5.132181291606736639e-01,3.995691188266099481e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.900000000000000000e+01,2.399999999999999911e-01,5.129083018165296881e-01,3.993558098972433967e-01,2.590891775774526451e-01,5.129083018165296881e-01,3.993558098972433967e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+01,2.399999999999999911e-01,5.120692007696940884e-01,4.000541987356754370e-01,2.604963793013301832e-01,5.120692007696940884e-01,4.000541987356753815e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.100000000000000000e+01,2.399999999999999911e-01,5.112362851814622466e-01,3.999482912640428545e-01,2.615544906600264508e-01,5.112362851814622466e-01,3.999482912640428545e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.200000000000000000e+01,2.399999999999999911e-01,5.107820133800506923e-01,3.998821257562185649e-01,2.627905982190872347e-01,5.107820133800506923e-01,3.998821257562186204e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.300000000000000000e+01,2.399999999999999911e-01,5.102405859285406020e-01,3.996904436022439278e-01,2.641885150398883830e-01,5.102405859285406020e-01,3.996904436022439278e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.400000000000000000e+01,2.399999999999999911e-01,5.100726546557632357e-01,3.989020673729637423e-01,2.650862355312750829e-01,5.100726546557632357e-01,3.989020673729637423e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.500000000000000000e+01,2.399999999999999911e-01,5.102276366335121160e-01,3.974590999181208950e-01,2.651984943734382316e-01,5.102276366335121160e-01,3.974590999181208950e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.600000000000000000e+01,2.399999999999999911e-01,5.103059250335419961e-01,3.970563167799747717e-01,2.644138604718690999e-01,5.103059250335419961e-01,3.970563167799747717e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.700000000000000000e+01,2.399999999999999911e-01,5.106235812638126870e-01,3.981290964001540367e-01,2.616758488525456894e-01,5.106235812638126870e-01,3.981290964001540367e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.800000000000000000e+01,2.399999999999999911e-01,5.100039059743580738e-01,4.038238375285674864e-01,2.551238427985103030e-01,5.099858717283245468e-01,4.039246578202719817e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.900000000000000000e+01,2.399999999999999911e-01,5.115021792052327765e-01,4.060602766873768199e-01,2.467228175248532551e-01,5.102048697394407917e-01,4.158312555710690361e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+01,2.399999999999999911e-01,5.127738768286808080e-01,4.105272746780583293e-01,2.413158704571498614e-01,5.106692186629699926e-01,4.238329567084413441e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.100000000000000000e+01,2.399999999999999911e-01,5.142667217654353085e-01,4.214689251071285225e-01,2.319658304509186753e-01,5.114093388114162586e-01,4.365574608009779034e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.200000000000000000e+01,2.342254410131150710e-01,5.143138209129779481e-01,4.334476744996851871e-01,2.246852294389001248e-01,5.111582180767475503e-01,4.454650473384611509e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.300000000000000000e+01,2.272137437172348784e-01,5.139855825885513152e-01,4.437433109249174223e-01,2.195572785928148196e-01,5.107689521624945161e-01,4.524798980618744970e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.400000000000000000e+01,2.202370424487163081e-01,5.133711771772567767e-01,4.533161797682381811e-01,2.150852259326967442e-01,5.107490660208089395e-01,4.597201188568345032e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000000e+01,2.131072293244271332e-01,5.111148571328039125e-01,4.624285474272956109e-01,2.117533303358616337e-01,5.100683448877370019e-01,4.642862611200215817e-01,1.000000000000000000e+00,0.000000000000000000e+00
8.600000000000000000e+01,2.126862677670726676e-01,5.104316636643957406e-01,4.656212157330834600e-01,2.126862677670726676e-01,5.104316636643957406e-01,4.656212157330834600e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.700000000000000000e+01,2.140155586681193878e-01,5.105375567264649472e-01,4.649089716632199831e-01,2.140155586681193878e-01,5.105375567264649472e-01,4.649089716632199831e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.800000000000000000e+01,2.146918747547333084e-01,5.102672470959037643e-01,4.642135565021265897e-01,2.146918747547332806e-01,5.102672470959037643e-01,4.642135565021265897e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.900000000000000000e+01,2.147791919492681167e-01,5.094245140241921987e-01,4.626157636950081198e-01,2.147791919492680890e-01,5.094245140241921987e-01,4.626157636950081198e-01,0.000000000000000000e+00,0.000000000000000000e+00
